,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
541,F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
3777,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
2166,I,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6
3940,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
1120,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
630,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
254,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
2991,M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
1542,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
1351,F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
1404,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
3889,M,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12
2509,I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6
126,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
2824,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
1565,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
3461,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
588,M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
1893,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
1520,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
1047,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
685,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15
28,M,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
2495,M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
1141,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
3858,F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
2544,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
3791,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
2753,I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8
3895,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
2032,M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
893,I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
2000,I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
1919,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
1938,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
4146,M,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
598,I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
3914,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
2097,M,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
2818,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
1398,M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
3948,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
2481,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
1448,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9
3348,I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13
1535,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
3735,M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
3720,F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7
3331,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
3257,M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
3178,M,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8
1329,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
255,M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
3797,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
1232,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
3060,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
2706,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
2448,F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7
107,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
3017,I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8
2553,I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7
1519,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10
1787,I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
3075,F,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
2766,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8
1410,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
2529,F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8
666,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11
2813,I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4
1862,I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
3684,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
551,I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
3586,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
313,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
3180,F,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
382,M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,10
75,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
2589,M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7
3057,M,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13
1034,F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
2684,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9
2830,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
4083,M,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
3515,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
2437,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
473,F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11
188,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
4089,M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
329,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
909,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7
89,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12
3767,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
2983,F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
367,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
1903,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
297,I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
2914,I,0.59,0.46,0.125,0.755,0.334,0.15,0.238,9
996,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
1796,M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
442,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
72,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
1385,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
2676,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
457,I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
3165,F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
573,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
3489,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
3769,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
1333,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
2471,M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20
836,M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8
83,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
4153,I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
2227,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
2402,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
301,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
3159,F,0.34,0.255,0.085,0.204,0.097,0.021,0.05,6
1649,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
1248,I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
3931,I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
1021,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
2646,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7
397,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
2264,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
1268,I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
940,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
3838,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8
2175,M,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12
1526,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10
2297,M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
874,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
4031,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
2013,M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
3073,M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
2453,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8
2317,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
1264,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
2174,F,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13
758,M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
1249,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5
2875,I,0.435,0.335,0.095,0.298,0.109,0.058,0.115,7
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
3099,M,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
1238,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
2461,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
3828,M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
968,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8
2644,I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8
2369,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
1050,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
2253,F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
2333,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13
3321,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
3724,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
2037,I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5
1814,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
3876,M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
2686,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11
3589,M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
4055,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
2469,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
2065,F,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
1911,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
2284,I,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,9
3685,M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
1272,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
205,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
2017,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
2943,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
309,M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
756,M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
1098,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
4041,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
4111,I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
2871,I,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,7
1169,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5
2929,I,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
2011,M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
3214,F,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14
546,M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
2654,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9
1670,F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
2311,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
2585,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
720,I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
291,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
2114,I,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
540,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
3381,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
1672,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
1231,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
3080,M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
3892,F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
4149,I,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
3789,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
267,M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
3424,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10
846,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
2595,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
60,M,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7
2415,M,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10
2130,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
165,M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
464,I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
2358,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
3309,I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9
3253,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6
1810,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
4,I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7
3990,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
1255,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
3804,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
535,I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
2679,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
1277,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8
330,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
527,F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
4108,I,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,7
2740,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
581,I,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
2909,F,0.58,0.45,0.15,0.92,0.393,0.212,0.2895,9
4033,I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
195,M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
2334,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
1858,F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
1926,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
3969,I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6
3780,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
385,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9
1725,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9
2689,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9
1946,M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
702,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
1013,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
4086,M,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8
3384,F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
2352,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
2793,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
2421,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
2276,F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14
2864,I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
1792,M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
1765,I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
642,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19
2341,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
2708,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
1937,M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
1247,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
3014,I,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6
415,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
1080,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
4143,F,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
982,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
2068,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
3502,M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10
1342,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10
2713,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
586,I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
1459,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
462,I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
3830,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
