,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
1008,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10
31,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
2043,I,0.395,0.295,0.1,0.293,0.14,0.062,0.082,7
92,M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
1970,M,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11
2337,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
937,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
2189,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
4143,F,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
1783,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
3032,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
1689,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
4086,M,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8
49,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
1789,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
3510,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9
1711,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
3192,F,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
2071,F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9
3955,I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
1265,I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
888,F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
3926,I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
3229,F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
2983,F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
3196,I,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5
2356,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
2786,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2351,M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
2202,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
891,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
2597,F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8
2144,M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
483,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
1926,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
2052,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
546,M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
4095,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
3934,I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
2418,F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18
2594,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
2738,M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8
3472,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
2406,F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10
3109,I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7
3894,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
1301,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9
2443,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
2703,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
4151,I,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,6
2515,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8
2217,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
2349,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
4036,I,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,8
373,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
649,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
3252,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
2614,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
671,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
3558,I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
724,M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11
2397,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
3338,F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
600,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
2993,F,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11
1047,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
3654,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
2658,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
147,I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
2204,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
3568,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10
1746,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10
4110,M,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9
3401,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
1661,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
3580,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
3024,I,0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
3693,M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11
3657,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
1206,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
3308,M,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5
3720,F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7
972,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
1771,I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
3561,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
1630,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
271,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
803,I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,7
3405,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7
1825,I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4
2949,M,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
118,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
2912,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
3642,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
3631,I,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5
2187,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
2095,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
1204,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
3123,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
3908,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
3293,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
1944,F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
1253,I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6
1461,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
3977,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
398,M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
1368,M,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
1063,I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
2342,I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6
2698,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
3052,F,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9
1081,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6
912,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7
3394,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
1097,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
2460,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
4105,F,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,9
258,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
1365,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
2231,F,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9
2718,I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7
723,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
3065,F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
229,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
3771,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
656,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
1852,I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
2958,F,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
2446,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
765,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
97,M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
2803,M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12
2908,F,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
2981,F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8
2458,I,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4
3282,F,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
3467,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10
995,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
1426,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
2196,I,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
3918,F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
207,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
1967,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
344,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
1775,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8
72,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
116,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
333,I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
581,I,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
2168,M,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
905,I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5
3522,I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
1127,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
1424,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
3759,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
3906,M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
2499,M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
795,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15
3728,I,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10
4042,F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
646,M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
2919,F,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10
133,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7
732,M,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
4071,I,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8
841,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
2804,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
2759,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
73,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
2061,F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8
3354,F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10
3997,I,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
3664,I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9
3976,I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7
2875,I,0.435,0.335,0.095,0.298,0.109,0.058,0.115,7
1631,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12
2783,M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,11
75,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
816,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
1959,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
3457,F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10
2812,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5
1994,I,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6
2240,M,0.415,0.315,0.125,0.388,0.068,0.09,0.125,12
21,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
2010,I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
1059,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
1223,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
2046,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7
1017,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11
4140,F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
1952,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
1911,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
3672,F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
2322,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
176,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5
3425,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
850,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10
2191,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
710,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
3010,I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6
1679,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
2813,I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4
773,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
3819,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
1415,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
3725,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
1724,F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
3671,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10
969,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8
2143,M,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
924,I,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6
2112,M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
3600,I,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
3843,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
2058,M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
182,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
1423,F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
130,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
4139,F,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
1629,I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10
1562,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
2938,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
2067,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
2537,I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
0,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15
961,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
1452,I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9
3838,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8
2651,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
1656,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
2408,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
2057,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
1647,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
3450,F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7
3734,M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
1082,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7
2248,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
2073,F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7
1546,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7
251,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
2713,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
941,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
1582,I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
3703,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
3528,I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6
1512,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9
2782,M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7
1618,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
2472,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
3804,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
980,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
2158,M,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
432,M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
2045,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
489,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
3989,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
1117,I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,8
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
307,M,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
898,I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4
3646,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9
1931,M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
3415,F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9
3250,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9
1456,I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7
2154,M,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
4016,F,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
3151,F,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21
3888,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
1668,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
2980,I,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7
1332,I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10
3409,I,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7
4155,I,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,6
2534,M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12
3492,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8
345,M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13
1173,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
1594,I,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7
2276,F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14
1490,F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9
2413,F,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12
952,M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7
955,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
3447,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
3572,F,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
2859,F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
3635,I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6
984,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10
2969,M,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
658,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
2431,F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
1863,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
932,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
1344,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10
3133,F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9
1957,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
2425,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
1899,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
1304,M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
85,F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
1402,M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8
901,I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6
1869,I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9
209,I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7
1247,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
3575,M,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8
1143,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
1572,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
4052,M,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,13
3367,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
1195,F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9
2654,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9
3210,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
1052,M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12
2752,M,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7
2114,I,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
907,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6
2750,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
2799,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
2401,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
232,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
3399,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
3112,I,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7
1807,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
298,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
3691,M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
400,F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
4004,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
2690,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
3722,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9
2207,M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
1433,I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6
59,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
1409,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
845,M,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9
2274,M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
2124,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
3655,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9
2559,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7
324,M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
2652,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
2491,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
2097,M,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
2729,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
2619,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
4123,I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8
436,I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7
607,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10
2667,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
2785,M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
1779,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
1560,I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
557,F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
2296,F,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13
2662,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
2865,I,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,4
4113,I,0.56,0.42,0.14,0.837,0.414,0.214,0.2,8
1694,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
336,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
958,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
833,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
